,sentence,label,type
472,red is the dome  coins hang on the trees  smoke trails from the chimneys  bark  shout  cry  iron for sale   and truth ,0,train
473,radiating to a point men s feet and women s feet  black or gold encrusted   this foggy weather  sugar ,0,train
474,no  thank you  the commonwealth of the future   the firelight darting and making the room red  save for the black figures and their bright eyes  while outside a van discharges  miss thingummy drinks tea at her desk  and plate glass preserves fur coats      flaunted  leaf light  drifting at corners  blown across the wheels  silver splashed  home or not home  gathered  scattered  squandered in separate scales  swept up  down  torn  sunk  assembled  and truth ,0,train
475,now to recollect by the fireside on the white square of marble ,0,val
476,from ivory depths words rising shed their blackness  blossom and penetrate ,0,train
477,fallen the book  in the flame  in the smoke  in the momentary sparks  or now voyaging  the marble square pendant  minarets beneath and the indian seas  while space rushes blue and stars glint  truth ,0,test
478,or now  content with closeness ,0,train
479,lazy and indifferent the heron returns  the sky veils her stars  then bares them ,0,train
480,an unwritten novel   such an expression of unhappiness was enough by itself to make one s eyes slide above the paper s edge to the poor woman s face  insignificant without that look  almost a symbol of human destiny with it ,0,test
481,life s what you see in people s eyes  life s what they learn  and  having learnt it  never  though they seek to hide it  cease to be aware of  what ,0,train
482,that life s like that  it seems ,0,train
483,five faces opposite  five mature faces  and the knowledge in each face ,0,train
484,strange  though  how people want to conceal it ,0,val
485,marks of reticence are on all those faces  lips shut  eyes shaded  each one of the five doing something to hide or stultify his knowledge ,0,test
486,one smokes  another reads  a third checks entries in a pocket book  a fourth stares at the map of the line framed opposite  and the fifth  the terrible thing about the fifth is that she does nothing at all ,0,test
487,she looks at life ,0,train
488,ah  but my poor  unfortunate woman  do play the game  do  for all our sakes  conceal it ,0,test
489,as if she heard me  she looked up  shifted slightly in her seat and sighed ,0,val
490,she seemed to apologise and at the same time to say to me   if only you knew  ,0,train
491,then she looked at life again ,0,train
492, but i do know   i answered silently  glancing at the  times  for manners  sake ,0,train
493, i know the whole business ,0,train
494, peace between germany and the allied powers was yesterday officially ushered in at paris  signor nitti  the italian prime minister  a passenger train at doncaster was in collision with a goods train      we all know  the  times  knows  but we pretend we don t  ,0,val
495,my eyes had once more crept over the paper s rim ,0,test
496,she shuddered  twitched her arm queerly to the middle of her back and shook her head ,0,train
497,again i dipped into my great reservoir of life ,0,test
498, take what you like   i continued   births  deaths  marriages  court circular  the habits of birds  leonardo da vinci  the sandhills murder  high wages and the cost of living  oh  take what you like   i repeated   it s all in the  times   ,0,train
499,again with infinite weariness she moved her head from side to side until  like a top exhausted with spinning  it settled on her neck ,0,train
500,the  times  was no protection against such sorrow as hers ,0,test
501,but other human beings forbade intercourse ,0,train
502,the best thing to do against life was to fold the paper so that it made a perfect square  crisp  thick  impervious even to life ,0,train
503,this done  i glanced up quickly  armed with a shield of my own ,0,train
504,she pierced through my shield  she gazed into my eyes as if searching any sediment of courage at the depths of them and damping it to clay ,0,train
505,her twitch alone denied all hope  discounted all illusion ,0,train
506,so we rattled through surrey and across the border into sussex ,0,train
507,but with my eyes upon life i did not see that the other travellers had left  one by one  till  save for the man who read  we were alone together ,0,train
508,here was three bridges station ,0,val
509,we drew slowly down the platform and stopped ,0,test
510,was he going to leave us ,0,train
511,i prayed both ways  i prayed last that he might stay ,0,test
512,at that instant he roused himself  crumpled his paper contemptuously  like a thing done with  burst open the door  and left us alone ,0,test
513,the unhappy woman  leaning a little forward  palely and colourlessly addressed me  talked of stations and holidays  of brothers at eastbourne  and the time of year  which was  i forget now  early or late ,0,train
